Group,Family,Scientific Name,variety,Common Name,Native/Exotic,Fresh/Marine/Brackish
Fishes,Salmonidae,Salvelinus malma,,Dolly Varden,Native,Freshwater-Marine
Fishes,Salmonidae,Salvelinus namaycush,,Lake Trout,Native,Freshwater
Fishes,Percidae,Sander vitreus,,Walleye,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor mohavensis,,Mohave Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor obesus,,Lahontan Creek Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor ssp.,,Hot Creek Valley Tui Chub,Native,Freshwater
Fishes,Salmonidae,Thymallus arcticus,,Arctic Grayling,Native,Freshwater
Fishes,Cichlidae,Tilapia mariae,,Spotted Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia zillii,,Redbelly Tilapia,Exotic,Freshwater
Fishes,Cyprinidae,Tinca tinca,,Tench,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus hellerii,,Green Swordtail,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus maculatus,,Southern Platyfish,Exotic,Freshwater
